,Commodity,Date,Weighted Avg Price,Spring,Summer,Fall,Winter,Commodity Type
436,CAULIFLOWER  ,6/21/2019,0.89,No,No,Yes,No,Vegetable
435,CAULIFLOWER  ,6/21/2019,0.84,No,No,Yes,No,Vegetable
1654,PLUMS  ,6/21/2019,2.99,No,Yes,No,No,Fruit
1655,PLUMS INTERSPECIFIC TYPE,6/21/2019,2.99,No,Yes,No,No,Fruit
2396,APPLES FUJI,6/21/2019,1.38,Yes,Yes,Yes,Yes,Fruit
2395,APPLES GALA,6/21/2019,1.0,Yes,Yes,Yes,Yes,Fruit
2394,APPLES RED DELICIOUS,6/21/2019,0.58,Yes,Yes,Yes,Yes,Fruit
2393,APPLES GRANNY SMITH,6/21/2019,0.93,Yes,Yes,Yes,Yes,Fruit
1656,PLUMS INTERSPECIFIC TYPE,6/21/2019,3.49,No,Yes,No,No,Fruit
51,CUCUMBERS  ,6/21/2019,0.99,No,Yes,No,No,Vegetable
1386,GRAPES WHITE SEEDLESS TYPE,6/21/2019,2.91,No,No,Yes,No,Fruit
368,CARROTS  ,6/21/2019,0.32,Yes,Yes,Yes,Yes,Vegetable
1653,PLUMS  ,6/21/2019,2.06,No,Yes,No,No,Fruit
1387,GRAPES BLACK SEEDLESS,6/21/2019,2.49,No,No,Yes,No,Fruit
239,BROCCOLI  ,6/21/2019,0.68,Yes,No,Yes,No,Vegetable
1089,ORANGES NAVEL,6/21/2019,0.91,No,No,No,Yes,Fruit
1942,PEARS BARTLETT,6/21/2019,0.87,No,No,Yes,Yes,Fruit
825,TOMATOES  ,6/21/2019,0.79,No,Yes,No,No,Fruit
2658,APRICOTS  ,6/21/2019,2.31,Yes,Yes,No,No,Fruit
826,TOMATOES  ,6/21/2019,3.01,No,Yes,No,No,Fruit
827,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,6/21/2019,4.99,No,Yes,No,No,Fruit
828,TOMATOES VINE RIPES,6/21/2019,1.99,No,Yes,No,No,Fruit
829,"TOMATOES VINE RIPES, ON THE VINE",6/21/2019,1.81,No,Yes,No,No,Fruit
830,"TOMATOES VINE RIPES, ON THE VINE",6/21/2019,1.26,No,Yes,No,No,Fruit
2537,CHERRIES RED VARIETIES,6/21/2019,3.41,No,Yes,No,No,Fruit
979,ASPARAGUS GREEN,6/21/2019,6.99,Yes,No,No,No,Vegetable
978,ASPARAGUS GREEN,6/21/2019,2.06,Yes,No,No,No,Vegetable
2623,BANANAS  ,6/21/2019,0.79,Yes,Yes,Yes,Yes,Fruit
129,BEETS  ,6/21/2019,0.33,No,Yes,Yes,Yes,Vegetable
2622,BANANAS  ,6/21/2019,0.39,Yes,Yes,Yes,Yes,Fruit
238,BROCCOLI CROWN CUT,6/21/2019,1.16,Yes,No,Yes,No,Vegetable
1751,PINEAPPLES  ,6/21/2019,0.55,Yes,No,Yes,Yes,Fruit
1090,ORANGES VALENCIA,6/21/2019,0.37,No,No,No,Yes,Fruit
1162,LIMES  ,6/21/2019,0.47,Yes,Yes,Yes,Yes,Fruit
1571,PEACHES VARIOUS YELLOW FLESH VARIETIES,6/21/2019,1.92,No,Yes,No,No,Fruit
1570,PEACHES VARIOUS WHITE FLESH VARIETIES,6/21/2019,3.99,No,Yes,No,No,Fruit
1569,PEACHES VARIOUS WHITE FLESH VARIETIES,6/21/2019,2.24,No,Yes,No,No,Fruit
630,TOMATILLOS  ,6/21/2019,0.56,No,Yes,No,No,Fruit
1568,PEACHES VARIOUS YELLOW FLESH VARIETIES,6/21/2019,3.32,No,Yes,No,No,Fruit
438,CAULIFLOWER  ,6/28/2019,1.48,No,No,Yes,No,Vegetable
833,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,6/28/2019,4.08,No,Yes,No,No,Fruit
834,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,6/28/2019,3.99,No,Yes,No,No,Fruit
835,TOMATOES VINE RIPES,6/28/2019,0.98,No,Yes,No,No,Fruit
980,ASPARAGUS GREEN,6/28/2019,2.36,Yes,No,No,No,Vegetable
319,BRUSSELS SPROUTS  ,6/28/2019,2.49,No,No,Yes,Yes,Vegetable
631,TOMATILLOS  ,6/28/2019,0.58,No,Yes,No,No,Fruit
837,TOMATOES VINE RIPES,6/28/2019,2.16,No,Yes,No,No,Fruit
838,"TOMATOES VINE RIPES, ON THE VINE",6/28/2019,1.36,No,Yes,No,No,Fruit
242,BROCCOLI CROWN CUT,6/28/2019,1.59,Yes,No,Yes,No,Vegetable
241,BROCCOLI  ,6/28/2019,1.5,Yes,No,Yes,No,Vegetable
240,BROCCOLI  ,6/28/2019,0.5,Yes,No,Yes,No,Vegetable
836,TOMATOES VINE RIPES,6/28/2019,0.65,No,Yes,No,No,Fruit
831,TOMATOES  ,6/28/2019,1.19,No,Yes,No,No,Fruit
514,CABBAGE ROUND GREEN TYPE,6/28/2019,0.99,Yes,No,Yes,Yes,Vegetable
515,CABBAGE ROUND GREEN TYPE,6/28/2019,0.33,Yes,No,Yes,Yes,Vegetable
369,CARROTS  ,6/28/2019,0.33,Yes,Yes,Yes,Yes,Vegetable
2403,APPLES FUJI,6/28/2019,1.16,Yes,Yes,Yes,Yes,Fruit
2402,APPLES GALA,6/28/2019,0.9,Yes,Yes,Yes,Yes,Fruit
2401,APPLES GRANNY SMITH,6/28/2019,0.58,Yes,Yes,Yes,Yes,Fruit
2400,APPLES RED DELICIOUS,6/28/2019,0.69,Yes,Yes,Yes,Yes,Fruit
1091,ORANGES VALENCIA,6/28/2019,0.2,No,No,No,Yes,Fruit
1092,ORANGES NAVEL,6/28/2019,0.91,No,No,No,Yes,Fruit
2538,CHERRIES RED VARIETIES,6/28/2019,3.63,No,Yes,No,No,Fruit
2539,CHERRIES RAINIER,6/28/2019,4.29,No,Yes,No,No,Fruit
2540,CHERRIES RED VARIETIES,6/28/2019,2.45,No,Yes,No,No,Fruit
1163,LIMES  ,6/28/2019,0.44,Yes,Yes,Yes,Yes,Fruit
437,CAULIFLOWER  ,6/28/2019,0.77,No,No,Yes,No,Vegetable
584,SWEET POTATOES  ,6/28/2019,0.96,No,No,Yes,Yes,Vegetable
1944,PEARS D'ANJOU,6/28/2019,1.99,No,No,Yes,Yes,Fruit
832,TOMATOES  ,6/28/2019,2.49,No,Yes,No,No,Fruit
1388,GRAPES BLACK SEEDLESS,6/28/2019,1.76,No,No,Yes,No,Fruit
1517,GRAPEFRUIT RED,6/28/2019,0.31,No,No,No,Yes,Fruit
1392,GRAPES RED SEEDLESS,6/28/2019,1.96,No,No,Yes,No,Fruit
1391,GRAPES RED SEEDLESS,6/28/2019,2.7,No,No,Yes,No,Fruit
1390,GRAPES WHITE SEEDLESS TYPE,6/28/2019,2.01,No,No,Yes,No,Fruit
1389,GRAPES WHITE SEEDLESS TYPE,6/28/2019,2.74,No,No,Yes,No,Fruit
1752,PINEAPPLES  ,6/28/2019,0.59,Yes,No,Yes,Yes,Fruit
2659,APRICOTS  ,6/28/2019,2.01,Yes,Yes,No,No,Fruit
1943,PEARS BARTLETT,6/28/2019,0.75,No,No,Yes,Yes,Fruit
1575,PEACHES VARIOUS YELLOW FLESH VARIETIES,6/28/2019,2.1,No,Yes,No,No,Fruit
2625,BANANAS  ,6/28/2019,0.38,Yes,Yes,Yes,Yes,Fruit
2624,BANANAS  ,6/28/2019,0.79,Yes,Yes,Yes,Yes,Fruit
96,EGGPLANT  ,6/28/2019,0.5,No,Yes,No,No,Vegetable
2679,MUSHROOMS PORTOBELLA,6/28/2019,4.99,Yes,No,Yes,No,Vegetable
130,BEETS  ,6/28/2019,0.46,No,Yes,Yes,Yes,Vegetable
1573,PEACHES VARIOUS WHITE FLESH VARIETIES,6/28/2019,1.07,No,Yes,No,No,Fruit
55,CUCUMBERS LONG SEEDLESS,6/28/2019,0.33,No,Yes,No,No,Vegetable
54,CUCUMBERS  ,6/28/2019,1.29,No,Yes,No,No,Vegetable
53,CUCUMBERS  ,6/28/2019,0.79,No,Yes,No,No,Vegetable
1393,GRAPES BLACK SEEDLESS,6/28/2019,2.64,No,No,Yes,No,Fruit
1572,PEACHES VARIOUS WHITE FLESH VARIETIES,6/28/2019,2.2,No,Yes,No,No,Fruit
1658,PLUMS  ,6/28/2019,1.02,No,Yes,No,No,Fruit
1657,PLUMS INTERSPECIFIC TYPE,6/28/2019,2.99,No,Yes,No,No,Fruit
1574,PEACHES VARIOUS YELLOW FLESH VARIETIES,6/28/2019,1.61,No,Yes,No,No,Fruit
2627,BANANAS  ,6/7/2019,0.35,Yes,Yes,Yes,Yes,Fruit
2660,APRICOTS  ,6/7/2019,2.4,Yes,Yes,No,No,Fruit
1518,GRAPEFRUIT RED,6/7/2019,0.79,No,No,No,Yes,Fruit
839,TOMATOES  ,6/7/2019,3.99,No,Yes,No,No,Fruit
1945,PEARS BOSC,6/7/2019,1.28,No,No,Yes,Yes,Fruit
841,TOMATOES VINE RIPES,6/7/2019,2.5,No,Yes,No,No,Fruit
842,TOMATOES VINE RIPES,6/7/2019,0.5,No,Yes,No,No,Fruit
843,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,6/7/2019,4.99,No,Yes,No,No,Fruit
844,TOMATOES  ,6/7/2019,1.74,No,Yes,No,No,Fruit
845,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,6/7/2019,3.99,No,Yes,No,No,Fruit
2626,BANANAS  ,6/7/2019,0.69,Yes,Yes,Yes,Yes,Fruit
97,EGGPLANT  ,6/7/2019,0.5,No,Yes,No,No,Vegetable
131,BEETS  ,6/7/2019,0.5,No,Yes,Yes,Yes,Vegetable
981,ASPARAGUS GREEN,6/7/2019,2.96,Yes,No,No,No,Vegetable
1093,ORANGES NAVEL,6/7/2019,0.74,No,No,No,Yes,Fruit
1094,ORANGES VALENCIA,6/7/2019,0.79,No,No,No,Yes,Fruit
840,"TOMATOES VINE RIPES, ON THE VINE",6/7/2019,0.91,No,Yes,No,No,Fruit
1754,PINEAPPLES  ,6/7/2019,0.63,Yes,No,Yes,Yes,Fruit
1576,PEACHES VARIOUS WHITE FLESH VARIETIES,6/7/2019,1.94,No,Yes,No,No,Fruit
632,TOMATILLOS  ,6/7/2019,0.47,No,Yes,No,No,Fruit
1659,PLUMS INTERSPECIFIC TYPE,6/7/2019,3.29,No,Yes,No,No,Fruit
1660,PLUMS  ,6/7/2019,1.86,No,Yes,No,No,Fruit
56,CUCUMBERS  ,6/7/2019,0.67,No,Yes,No,No,Vegetable
370,CARROTS  ,6/7/2019,0.44,Yes,Yes,Yes,Yes,Vegetable
2680,MUSHROOMS PORTOBELLA,6/7/2019,3.99,Yes,No,Yes,No,Vegetable
439,CAULIFLOWER  ,6/7/2019,1.99,No,No,Yes,No,Vegetable
440,CAULIFLOWER  ,6/7/2019,0.93,No,No,Yes,No,Vegetable
2404,APPLES RED DELICIOUS,6/7/2019,0.79,Yes,Yes,Yes,Yes,Fruit
2405,APPLES PINK LADY/CRIPPS PINK,6/7/2019,0.99,Yes,Yes,Yes,Yes,Fruit
2406,APPLES HONEYCRISP,6/7/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1753,PINEAPPLES  ,6/7/2019,0.99,Yes,No,Yes,Yes,Fruit
2407,APPLES GRANNY SMITH,6/7/2019,0.79,Yes,Yes,Yes,Yes,Fruit
516,CABBAGE ROUND GREEN TYPE,6/7/2019,1.29,Yes,No,Yes,Yes,Vegetable
517,CABBAGE ROUND GREEN TYPE,6/7/2019,0.5,Yes,No,Yes,Yes,Vegetable
2409,APPLES FUJI,6/7/2019,1.47,Yes,Yes,Yes,Yes,Fruit
2410,APPLES BRAEBURN,6/7/2019,0.79,Yes,Yes,Yes,Yes,Fruit
2411,APPLES GOLDEN DELICIOUS,6/7/2019,1.49,Yes,Yes,Yes,Yes,Fruit
585,SWEET POTATOES  ,6/7/2019,0.94,No,No,Yes,Yes,Vegetable
1579,PEACHES VARIOUS YELLOW FLESH VARIETIES,6/7/2019,2.7,No,Yes,No,No,Fruit
1578,PEACHES VARIOUS YELLOW FLESH VARIETIES,6/7/2019,1.72,No,Yes,No,No,Fruit
1577,PEACHES VARIOUS WHITE FLESH VARIETIES,6/7/2019,3.61,No,Yes,No,No,Fruit
2541,CHERRIES RED VARIETIES,6/7/2019,3.43,No,Yes,No,No,Fruit
2408,APPLES GALA,6/7/2019,1.63,Yes,Yes,Yes,Yes,Fruit
2542,CHERRIES RAINIER,6/7/2019,4.89,No,Yes,No,No,Fruit
1164,LIMES  ,6/7/2019,0.48,Yes,Yes,Yes,Yes,Fruit
1221,LEMONS  ,6/7/2019,0.78,Yes,Yes,Yes,Yes,Fruit
245,BROCCOLI  ,6/7/2019,0.88,Yes,No,Yes,No,Vegetable
244,BROCCOLI  ,6/7/2019,1.99,Yes,No,Yes,No,Vegetable
243,BROCCOLI CROWN CUT,6/7/2019,1.41,Yes,No,Yes,No,Vegetable
1398,GRAPES RED SEEDLESS,6/7/2019,2.75,No,No,Yes,No,Fruit
1394,GRAPES BLACK SEEDLESS,6/7/2019,1.52,No,No,Yes,No,Fruit
1395,GRAPES BLACK SEEDLESS,6/7/2019,2.49,No,No,Yes,No,Fruit
1396,GRAPES RED GLOBE,6/7/2019,1.29,No,No,Yes,No,Fruit
1399,GRAPES WHITE SEEDLESS TYPE,6/7/2019,1.63,No,No,Yes,No,Fruit
1400,GRAPES WHITE SEEDLESS TYPE,6/7/2019,2.75,No,No,Yes,No,Fruit
1397,GRAPES RED SEEDLESS,6/7/2019,1.59,No,No,Yes,No,Fruit
2412,APPLES FUJI,7/12/2019,1.89,Yes,Yes,Yes,Yes,Fruit
246,BROCCOLI  ,7/12/2019,0.8,Yes,No,Yes,No,Vegetable
442,CAULIFLOWER  ,7/12/2019,0.99,No,No,Yes,No,Vegetable
982,ASPARAGUS GREEN,7/12/2019,1.52,Yes,No,No,No,Vegetable
519,CABBAGE ROUND GREEN TYPE,7/12/2019,1.29,Yes,No,Yes,Yes,Vegetable
518,CABBAGE ROUND GREEN TYPE,7/12/2019,0.48,Yes,No,Yes,Yes,Vegetable
1403,GRAPES RED SEEDLESS,7/12/2019,2.78,No,No,Yes,No,Fruit
1166,LIMES  ,7/12/2019,0.4,Yes,Yes,Yes,Yes,Fruit
1165,LIMES  ,7/12/2019,2.0,Yes,Yes,Yes,Yes,Fruit
132,BEETS  ,7/12/2019,0.33,No,Yes,Yes,Yes,Vegetable
2413,APPLES FUJI,7/12/2019,0.67,Yes,Yes,Yes,Yes,Fruit
1402,GRAPES WHITE SEEDLESS TYPE,7/12/2019,2.15,No,No,Yes,No,Fruit
1401,GRAPES WHITE SEEDLESS TYPE,7/12/2019,2.86,No,No,Yes,No,Fruit
846,"TOMATOES VINE RIPES, ON THE VINE",7/12/2019,1.66,No,Yes,No,No,Fruit
2414,APPLES RED DELICIOUS,7/12/2019,0.64,Yes,Yes,Yes,Yes,Fruit
1583,PEACHES VARIOUS YELLOW FLESH VARIETIES,7/12/2019,1.7,No,Yes,No,No,Fruit
2416,APPLES HONEYCRISP,7/12/2019,1.88,Yes,Yes,Yes,Yes,Fruit
847,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,7/12/2019,4.99,No,Yes,No,No,Fruit
848,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,7/12/2019,3.99,No,Yes,No,No,Fruit
849,TOMATOES  ,7/12/2019,1.99,No,Yes,No,No,Fruit
850,TOMATOES  ,7/12/2019,0.99,No,Yes,No,No,Fruit
2661,APRICOTS  ,7/12/2019,1.85,Yes,Yes,No,No,Fruit
2662,APRICOTS  ,7/12/2019,3.99,Yes,Yes,No,No,Fruit
1755,PINEAPPLES  ,7/12/2019,0.58,Yes,No,Yes,Yes,Fruit
633,TOMATILLOS  ,7/12/2019,0.5,No,Yes,No,No,Fruit
249,BROCCOLI  ,7/12/2019,1.09,Yes,No,Yes,No,Vegetable
2415,APPLES PINK LADY/CRIPPS PINK,7/12/2019,0.89,Yes,Yes,Yes,Yes,Fruit
248,BROCCOLI CROWN CUT,7/12/2019,2.49,Yes,No,Yes,No,Vegetable
2419,APPLES GALA,7/12/2019,1.89,Yes,Yes,Yes,Yes,Fruit
587,SWEET POTATOES  ,7/12/2019,1.2,No,No,Yes,Yes,Vegetable
586,SWEET POTATOES  ,7/12/2019,1.99,No,No,Yes,Yes,Vegetable
247,BROCCOLI CROWN CUT,7/12/2019,2.36,Yes,No,Yes,No,Vegetable
1580,PEACHES VARIOUS WHITE FLESH VARIETIES,7/12/2019,1.9,No,Yes,No,No,Fruit
1581,PEACHES VARIOUS WHITE FLESH VARIETIES,7/12/2019,3.03,No,Yes,No,No,Fruit
1582,PEACHES VARIOUS YELLOW FLESH VARIETIES,7/12/2019,3.03,No,Yes,No,No,Fruit
2418,APPLES GOLDEN DELICIOUS,7/12/2019,0.89,Yes,Yes,Yes,Yes,Fruit
441,CAULIFLOWER  ,7/12/2019,0.96,No,No,Yes,No,Vegetable
2420,APPLES GALA,7/12/2019,0.72,Yes,Yes,Yes,Yes,Fruit
2417,APPLES GRANNY SMITH,7/12/2019,0.8,Yes,Yes,Yes,Yes,Fruit
2628,BANANAS  ,7/12/2019,0.44,Yes,Yes,Yes,Yes,Fruit
1661,PLUMS  ,7/12/2019,1.76,No,Yes,No,No,Fruit
1222,LEMONS  ,7/12/2019,0.79,Yes,Yes,Yes,Yes,Fruit
1096,ORANGES NAVEL,7/12/2019,0.66,No,No,No,Yes,Fruit
1095,ORANGES VALENCIA,7/12/2019,0.41,No,No,No,Yes,Fruit
1405,GRAPES BLACK SEEDLESS,7/12/2019,2.01,No,No,Yes,No,Fruit
1404,GRAPES RED SEEDLESS,7/12/2019,2.14,No,No,Yes,No,Fruit
320,BRUSSELS SPROUTS  ,7/12/2019,1.65,No,No,Yes,Yes,Vegetable
1406,GRAPES BLACK SEEDLESS,7/12/2019,2.25,No,No,Yes,No,Fruit
1662,PLUMS  ,7/12/2019,1.99,No,Yes,No,No,Fruit
57,CUCUMBERS  ,7/12/2019,0.5,No,Yes,No,No,Vegetable
58,CUCUMBERS LONG SEEDLESS,7/12/2019,0.59,No,Yes,No,No,Vegetable
59,CUCUMBERS LONG SEEDLESS,7/12/2019,0.99,No,Yes,No,No,Vegetable
2543,CHERRIES RED VARIETIES,7/12/2019,4.48,No,Yes,No,No,Fruit
2544,CHERRIES RED VARIETIES,7/12/2019,1.81,No,Yes,No,No,Fruit
1663,PLUMS INTERSPECIFIC TYPE,7/12/2019,2.49,No,Yes,No,No,Fruit
1946,PEARS BARTLETT,7/12/2019,1.29,No,No,Yes,Yes,Fruit
2545,CHERRIES RAINIER,7/12/2019,6.13,No,Yes,No,No,Fruit
2546,CHERRIES RAINIER,7/12/2019,4.33,No,Yes,No,No,Fruit
371,CARROTS  ,7/12/2019,0.33,Yes,Yes,Yes,Yes,Vegetable
2663,APRICOTS  ,7/19/2019,2.6,Yes,Yes,No,No,Fruit
252,BROCCOLI CROWN CUT,7/19/2019,1.54,Yes,No,Yes,No,Vegetable
251,BROCCOLI  ,7/19/2019,1.52,Yes,No,Yes,No,Vegetable
250,BROCCOLI  ,7/19/2019,1.41,Yes,No,Yes,No,Vegetable
851,TOMATOES  ,7/19/2019,0.63,No,Yes,No,No,Fruit
2547,CHERRIES RAINIER,7/19/2019,3.39,No,Yes,No,No,Fruit
1408,GRAPES BLACK SEEDLESS,7/19/2019,3.47,No,No,Yes,No,Fruit
2549,CHERRIES RED VARIETIES,7/19/2019,3.99,No,Yes,No,No,Fruit
2424,APPLES GRANNY SMITH,7/19/2019,1.28,Yes,Yes,Yes,Yes,Fruit
2423,APPLES GALA,7/19/2019,0.93,Yes,Yes,Yes,Yes,Fruit
2422,APPLES FUJI,7/19/2019,1.97,Yes,Yes,Yes,Yes,Fruit
2421,APPLES FUJI,7/19/2019,0.82,Yes,Yes,Yes,Yes,Fruit
2548,CHERRIES RED VARIETIES,7/19/2019,2.47,No,Yes,No,No,Fruit
1407,GRAPES BLACK SEEDLESS,7/19/2019,1.65,No,No,Yes,No,Fruit
2425,APPLES HONEYCRISP,7/19/2019,2.52,Yes,Yes,Yes,Yes,Fruit
2426,APPLES PINK LADY/CRIPPS PINK,7/19/2019,1.24,Yes,Yes,Yes,Yes,Fruit
852,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,7/19/2019,3.99,No,Yes,No,No,Fruit
2427,APPLES RED DELICIOUS,7/19/2019,0.52,Yes,Yes,Yes,Yes,Fruit
2428,APPLES RED DELICIOUS,7/19/2019,1.69,Yes,Yes,Yes,Yes,Fruit
2429,APPLES GALA,7/19/2019,1.75,Yes,Yes,Yes,Yes,Fruit
853,"TOMATOES VINE RIPES, ON THE VINE",7/19/2019,1.67,No,Yes,No,No,Fruit
854,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,7/19/2019,3.14,No,Yes,No,No,Fruit
1947,PEARS BARTLETT,7/19/2019,1.29,No,No,Yes,Yes,Fruit
1167,LIMES  ,7/19/2019,0.47,Yes,Yes,Yes,Yes,Fruit
2629,BANANAS  ,7/19/2019,0.38,Yes,Yes,Yes,Yes,Fruit
1519,GRAPEFRUIT RED,7/19/2019,0.33,No,No,No,Yes,Fruit
1756,PINEAPPLES  ,7/19/2019,0.54,Yes,No,Yes,Yes,Fruit
2664,APRICOTS  ,7/19/2019,3.99,Yes,Yes,No,No,Fruit
634,TOMATILLOS  ,7/19/2019,0.54,No,Yes,No,No,Fruit
1948,PEARS D'ANJOU,7/19/2019,0.79,No,No,Yes,Yes,Fruit
2681,MUSHROOMS PORTOBELLA,7/19/2019,6.99,Yes,No,Yes,No,Vegetable
1665,PLUMS  ,7/19/2019,2.99,No,Yes,No,No,Fruit
321,BRUSSELS SPROUTS  ,7/19/2019,1.99,No,No,Yes,Yes,Vegetable
133,BEETS  ,7/19/2019,0.46,No,Yes,Yes,Yes,Vegetable
1584,PEACHES VARIOUS WHITE FLESH VARIETIES,7/19/2019,1.45,No,Yes,No,No,Fruit
1585,PEACHES VARIOUS WHITE FLESH VARIETIES,7/19/2019,2.99,No,Yes,No,No,Fruit
1664,PLUMS  ,7/19/2019,1.03,No,Yes,No,No,Fruit
60,CUCUMBERS  ,7/19/2019,0.99,No,Yes,No,No,Vegetable
1412,GRAPES WHITE SEEDLESS TYPE,7/19/2019,2.65,No,No,Yes,No,Fruit
98,EGGPLANT  ,7/19/2019,1.29,No,Yes,No,No,Vegetable
61,CUCUMBERS LONG SEEDLESS,7/19/2019,0.47,No,Yes,No,No,Vegetable
1587,PEACHES VARIOUS YELLOW FLESH VARIETIES,7/19/2019,2.03,No,Yes,No,No,Fruit
372,CARROTS  ,7/19/2019,0.33,Yes,Yes,Yes,Yes,Vegetable
983,ASPARAGUS GREEN,7/19/2019,3.12,Yes,No,No,No,Vegetable
444,CAULIFLOWER  ,7/19/2019,1.65,No,No,Yes,No,Vegetable
443,CAULIFLOWER  ,7/19/2019,0.99,No,No,Yes,No,Vegetable
1586,PEACHES VARIOUS YELLOW FLESH VARIETIES,7/19/2019,1.66,No,Yes,No,No,Fruit
520,CABBAGE ROUND GREEN TYPE,7/19/2019,0.26,Yes,No,Yes,Yes,Vegetable
2701,CELERY  ,7/19/2019,1.5,Yes,Yes,Yes,Yes,Vegetable
521,CABBAGE ROUND GREEN TYPE,7/19/2019,1.29,Yes,No,Yes,Yes,Vegetable
1098,ORANGES NAVEL,7/19/2019,0.54,No,No,No,Yes,Fruit
1097,ORANGES VALENCIA,7/19/2019,0.4,No,No,No,Yes,Fruit
1409,GRAPES RED SEEDLESS,7/19/2019,1.87,No,No,Yes,No,Fruit
1411,GRAPES WHITE SEEDLESS TYPE,7/19/2019,1.76,No,No,Yes,No,Fruit
1410,GRAPES RED SEEDLESS,7/19/2019,2.65,No,No,Yes,No,Fruit
1591,PEACHES VARIOUS WHITE FLESH VARIETIES,7/26/2019,1.48,No,Yes,No,No,Fruit
1590,PEACHES VARIOUS WHITE FLESH VARIETIES,7/26/2019,2.99,No,Yes,No,No,Fruit
445,CAULIFLOWER  ,7/26/2019,0.97,No,No,Yes,No,Vegetable
2432,APPLES GALA,7/26/2019,1.5,Yes,Yes,Yes,Yes,Fruit
1667,PLUMS INTERSPECIFIC TYPE,7/26/2019,1.06,No,Yes,No,No,Fruit
1666,PLUMS INTERSPECIFIC TYPE,7/26/2019,2.99,No,Yes,No,No,Fruit
1668,PLUMS  ,7/26/2019,1.99,No,Yes,No,No,Fruit
373,CARROTS  ,7/26/2019,0.46,Yes,Yes,Yes,Yes,Vegetable
1669,PLUMS  ,7/26/2019,1.81,No,Yes,No,No,Fruit
2630,BANANAS  ,7/26/2019,0.53,Yes,Yes,Yes,Yes,Fruit
63,CUCUMBERS LONG SEEDLESS,7/26/2019,0.39,No,Yes,No,No,Vegetable
2631,BANANAS  ,7/26/2019,0.68,Yes,Yes,Yes,Yes,Fruit
134,BEETS  ,7/26/2019,0.46,No,Yes,Yes,Yes,Vegetable
1589,PEACHES VARIOUS YELLOW FLESH VARIETIES,7/26/2019,1.39,No,Yes,No,No,Fruit
1588,PEACHES VARIOUS YELLOW FLESH VARIETIES,7/26/2019,3.08,No,Yes,No,No,Fruit
2552,CHERRIES RED VARIETIES,7/26/2019,3.56,No,Yes,No,No,Fruit
635,TOMATILLOS  ,7/26/2019,0.51,No,Yes,No,No,Fruit
62,CUCUMBERS  ,7/26/2019,0.79,No,Yes,No,No,Vegetable
1949,PEARS BARTLETT,7/26/2019,1.16,No,No,Yes,Yes,Fruit
2665,APRICOTS  ,7/26/2019,2.53,Yes,Yes,No,No,Fruit
1757,PINEAPPLES  ,7/26/2019,0.33,Yes,No,Yes,Yes,Fruit
253,BROCCOLI  ,7/26/2019,0.92,Yes,No,Yes,No,Vegetable
254,BROCCOLI CROWN CUT,7/26/2019,1.25,Yes,No,Yes,No,Vegetable
2431,APPLES FUJI,7/26/2019,1.49,Yes,Yes,Yes,Yes,Fruit
2430,APPLES FUJI,7/26/2019,0.43,Yes,Yes,Yes,Yes,Fruit
322,BRUSSELS SPROUTS  ,7/26/2019,1.97,No,No,Yes,Yes,Vegetable
255,BROCCOLI  ,7/26/2019,1.99,Yes,No,Yes,No,Vegetable
522,CABBAGE ROUND GREEN TYPE,7/26/2019,0.35,Yes,No,Yes,Yes,Vegetable
1520,GRAPEFRUIT RED,7/26/2019,0.43,No,No,No,Yes,Fruit
2551,CHERRIES RED VARIETIES,7/26/2019,2.38,No,Yes,No,No,Fruit
855,"TOMATOES VINE RIPES, ON THE VINE",7/26/2019,1.2,No,Yes,No,No,Fruit
984,ASPARAGUS GREEN,7/26/2019,2.69,Yes,No,No,No,Vegetable
1413,GRAPES BLACK SEEDLESS,7/26/2019,1.69,No,No,Yes,No,Fruit
1416,GRAPES RED SEEDLESS,7/26/2019,1.59,No,No,Yes,No,Fruit
1417,GRAPES WHITE SEEDLESS TYPE,7/26/2019,1.71,No,No,Yes,No,Fruit
1418,GRAPES WHITE SEEDLESS TYPE,7/26/2019,2.63,No,No,Yes,No,Fruit
2433,APPLES GALA,7/26/2019,2.49,Yes,Yes,Yes,Yes,Fruit
2434,APPLES GRANNY SMITH,7/26/2019,0.4,Yes,Yes,Yes,Yes,Fruit
2435,APPLES HONEYCRISP,7/26/2019,2.43,Yes,Yes,Yes,Yes,Fruit
2436,APPLES RED DELICIOUS,7/26/2019,0.67,Yes,Yes,Yes,Yes,Fruit
2437,APPLES BRAEBURN,7/26/2019,0.5,Yes,Yes,Yes,Yes,Fruit
1099,ORANGES VALENCIA,7/26/2019,0.99,No,No,No,Yes,Fruit
1414,GRAPES BLACK SEEDLESS,7/26/2019,2.49,No,No,Yes,No,Fruit
860,"TOMATOES VINE RIPES, ON THE VINE",7/26/2019,2.99,No,Yes,No,No,Fruit
